,Yr_Plot,Fire_Year,Plot_.,Date,Subsample_area_S.M.L,Belt_N.S.E.W,Belt_dist_m,Species,Height_cm,DBH_cm,Bud_scar_count,Pre_or_Post_Fire,Top_damage.browse_Y.N,tally,comments,tally_filled,ntimes,TPH
15404,2015_19,2015,19,9.17.21,L,N,,ABLA,5,NA,NA,Post,N,3,,4,4,14.14427157
15405,2015_19,2015,19,9.17.21,L,N,,ABLA,5,NA,NA,Post,N,3,,4,4,14.14427157
15406,2015_19,2015,19,9.17.21,L,N,,ABLA,10,NA,NA,Post,N,NA,,1,1,14.14427157
15407,2015_19,2015,19,9.17.21,L,S,,PICO,NA,6,NA,Post,N,NA,,1,1,14.14427157
15408,2015_19,2015,19,9.17.21,L,S,,ABLA,NA,2,NA,Post,N,NA,,1,1,14.14427157
15409,2015_19,2015,19,9.17.21,L,S,,ABLA,NA,9,NA,Post,N,NA,,1,1,14.14427157
15410,2015_19,2015,19,9.17.21,L,S,,ABLA,NA,4,NA,Post,N,NA,,1,1,14.14427157
15411,2015_19,2015,19,9.17.21,L,S,,ABLA,NA,3,NA,Post,N,NA,,1,1,14.14427157
15412,2015_19,2015,19,9.17.21,L,S,,ABLA,1,NA,NA,Post,N,NA,,1,1,14.14427157
15413,2015_19,2015,19,9.17.21,L,S,,ABLA,7,NA,NA,Post,N,NA,,1,1,14.14427157
15414,2015_19,2015,19,9.17.21,L,S,,PICO,3,NA,NA,Post,N,NA,,1,1,14.14427157
15415,2015_19,2015,19,9.17.21,L,S,,ABLA,6,NA,NA,Post,N,NA,,1,1,14.14427157
15416,2015_19,2015,19,9.17.21,L,S,,ABLA,3,NA,NA,Post,N,NA,,1,1,14.14427157
15417,2015_19,2015,19,9.17.21,L,W,,ABLA,19,NA,8,Post,N,NA,,1,1,14.14427157
15418,2015_19,2015,19,9.17.21,L,W,,LAOC,6,NA,NA,Post,N,6,,7,7,14.14427157
15419,2015_19,2015,19,9.17.21,L,W,,LAOC,6,NA,NA,Post,N,6,,7,7,14.14427157
15420,2015_19,2015,19,9.17.21,L,N,,ABLA,9,NA,4,Post,N,NA,,1,1,14.14427157
15421,2015_19,2015,19,9.17.21,L,N,,PSME,18,NA,6,Post,N,NA,,1,1,14.14427157
15422,2015_19,2015,19,9.17.21,L,N,,ABLA,14,NA,NA,PRE,N,NA,,1,1,14.14427157
15423,2015_19,2015,19,9.17.21,L,N,,ABLA,10,NA,3,Post,N,NA,,1,1,14.14427157
15424,2015_19,2015,19,9.17.21,L,N,,LAOC,4,NA,1,Post,N,NA,,1,1,14.14427157
15425,2015_19,2015,19,9.17.21,L,N,,ABLA,7,NA,2,Post,N,NA,,1,1,14.14427157
15426,2015_19,2015,19,9.17.21,L,N,,PSME,5,NA,1,Post,N,NA,,1,1,14.14427157
15427,2015_19,2015,19,9.17.21,L,W,,LAOC,7,NA,NA,Post,N,2,,3,3,14.14427157
15428,2015_19,2015,19,9.17.21,L,W,,LAOC,6,NA,NA,Post,N,5,,6,6,14.14427157
15429,2015_19,2015,19,9.17.21,L,W,,LAOC,6,NA,NA,Post,N,5,,6,6,14.14427157
15430,2015_19,2015,19,9.17.21,L,N,,ABLA,8,NA,4,Post,N,NA,,1,1,14.14427157
15431,2015_19,2015,19,9.17.21,L,E,,ABLA,NA,9,NA,PRE,N,NA,,1,1,14.14427157
15432,2015_19,2015,19,9.17.21,L,N,,PSME,18,NA,6,Post,N,NA,,1,1,14.14427157
15433,2015_19,2015,19,9.17.21,L,N,,ABLA,14,NA,NA,PRE,N,NA,,1,1,14.14427157
15434,2015_19,2015,19,9.17.21,L,N,,ABLA,10,NA,3,Post,N,NA,,1,1,14.14427157
15435,2015_19,2015,19,9.17.21,L,N,,LAOC,4,NA,1,Post,N,NA,,1,1,14.14427157
15436,2015_19,2015,19,9.17.21,L,W,,LAOC,11,NA,NA,Post,N,13,,14,14,14.14427157
15437,2015_19,2015,19,9.17.21,L,W,,LAOC,11,NA,NA,Post,N,13,,14,14,14.14427157
15438,2015_19,2015,19,9.17.21,L,W,,LAOC,11,NA,NA,Post,N,13,,14,14,14.14427157
15439,2015_19,2015,19,9.17.21,L,W,,LAOC,11,NA,NA,Post,N,13,,14,14,14.14427157
15440,2015_19,2015,19,9.17.21,L,W,,LAOC,11,NA,NA,Post,N,13,,14,14,14.14427157
15441,2015_19,2015,19,9.17.21,L,W,,LAOC,11,NA,NA,Post,N,13,,14,14,14.14427157
15442,2015_19,2015,19,9.17.21,L,W,,LAOC,7,NA,NA,Post,N,12,,13,13,14.14427157
15443,2015_19,2015,19,9.17.21,L,W,,LAOC,7,NA,NA,Post,N,12,,13,13,14.14427157
15444,2015_19,2015,19,9.17.21,L,W,,LAOC,7,NA,NA,Post,N,12,,13,13,14.14427157
15445,2015_19,2015,19,9.17.21,L,W,,LAOC,7,NA,NA,Post,N,12,,13,13,14.14427157
15446,2015_19,2015,19,9.17.21,L,W,,LAOC,7,NA,NA,Post,N,12,,13,13,14.14427157
15447,2015_19,2015,19,9.17.21,L,W,,LAOC,7,NA,NA,Post,N,12,,13,13,14.14427157
15448,2015_19,2015,19,9.17.21,L,W,,LAOC,7,NA,NA,Post,N,12,,13,13,14.14427157
15449,2015_19,2015,19,9.17.21,L,W,,LAOC,7,NA,NA,Post,N,12,,13,13,14.14427157
15450,2015_19,2015,19,9.17.21,L,W,,LAOC,7,NA,NA,Post,N,12,,13,13,14.14427157
15451,2015_19,2015,19,9.17.21,L,W,,LAOC,7,NA,NA,Post,N,12,,13,13,14.14427157
15452,2015_19,2015,19,9.17.21,L,W,,LAOC,7,NA,NA,Post,N,12,,13,13,14.14427157
15453,2015_19,2015,19,9.17.21,L,W,,LAOC,7,NA,NA,Post,N,12,,13,13,14.14427157
15454,2015_19,2015,19,9.17.21,L,W,,LAOC,7,NA,NA,Post,N,12,,13,13,14.14427157
15455,2015_19,2015,19,9.17.21,L,W,,LAOC,10,NA,NA,Post,N,5,,6,6,14.14427157
15456,2015_19,2015,19,9.17.21,L,N,,LAOC,4,NA,NA,Post,N,NA,,1,1,14.14427157
15457,2015_19,2015,19,9.17.21,L,N,,LAOC,10,NA,NA,Post,N,NA,,1,1,14.14427157
15458,2015_19,2015,19,9.17.21,L,N,,PICO,7,NA,NA,Post,N,NA,,1,1,14.14427157
15459,2015_19,2015,19,9.17.21,L,N,,LAOC,8,NA,NA,Post,N,NA,,1,1,14.14427157
15460,2015_19,2015,19,9.17.21,L,N,,LAOC,10,NA,NA,Post,N,NA,,1,1,14.14427157
15461,2015_19,2015,19,9.17.21,L,N,,LAOC,7,NA,NA,Post,N,NA,,1,1,14.14427157
15462,2015_19,2015,19,9.17.21,L,N,,LAOC,3,NA,NA,Post,N,NA,,1,1,14.14427157
15463,2015_19,2015,19,9.17.21,L,W,,LAOC,9,NA,NA,Post,N,5,,6,6,14.14427157
15464,2015_19,2015,19,9.17.21,L,W,,PICO,5,NA,NA,Post,N,NA,,1,1,14.14427157
15465,2015_19,2015,19,9.17.21,L,W,,PIEN,4,NA,NA,Post,N,NA,,1,1,14.14427157
15466,2015_19,2015,19,9.17.21,L,W,,ABLA,6,NA,NA,Post,N,2,,3,3,14.14427157
15467,2015_19,2015,19,9.17.21,L,W,,ABLA,10,NA,NA,Post,N,2,,3,3,14.14427157
15468,2015_19,2015,19,9.17.21,L,W,,ABLA,10,NA,NA,Post,N,2,,3,3,14.14427157
15469,2015_19,2015,19,9.17.21,L,W,,ABLA,7,NA,NA,Post,N,3,,4,4,14.14427157
15470,2015_19,2015,19,9.17.21,L,N,,LAOC,2,NA,NA,Post,N,NA,,1,1,14.14427157
15471,2015_19,2015,19,9.17.21,L,N,,ABLA,5,NA,NA,Post,N,NA,,1,1,14.14427157
15472,2015_19,2015,19,9.17.21,L,N,,ABLA,10,NA,NA,Post,N,NA,,1,1,14.14427157
15473,2015_19,2015,19,9.17.21,L,N,,LAOC,11,NA,NA,Post,N,NA,,1,1,14.14427157
15474,2015_19,2015,19,9.17.21,L,N,,ABLA,14,NA,NA,Post,N,NA,,1,1,14.14427157
15475,2015_19,2015,19,9.17.21,L,W,,LAOC,6,NA,NA,Post,N,5,,6,6,14.14427157
15476,2015_19,2015,19,9.17.21,L,W,,LAOC,6,NA,NA,Post,N,5,,6,6,14.14427157
15477,2015_19,2015,19,9.17.21,L,W,,LAOC,6,NA,NA,Post,N,5,,6,6,14.14427157
15478,2015_19,2015,19,9.17.21,L,W,,LAOC,6,NA,NA,Post,N,5,,6,6,14.14427157
15479,2015_19,2015,19,9.17.21,L,N,,PSME,14,NA,NA,Post,N,NA,,1,1,14.14427157
15480,2015_19,2015,19,9.17.21,L,W,,LAOC,3,NA,NA,Post,N,5,,6,6,14.14427157
15481,2015_19,2015,19,9.17.21,L,W,,LAOC,3,NA,NA,Post,N,5,,6,6,14.14427157
15482,2015_19,2015,19,9.17.21,L,W,,LAOC,9,NA,NA,Post,N,7,,8,8,14.14427157
15483,2015_19,2015,19,9.17.21,L,W,,LAOC,9,NA,NA,Post,N,7,,8,8,14.14427157
15484,2015_19,2015,19,9.17.21,L,W,,LAOC,9,NA,NA,Post,N,7,,8,8,14.14427157
15485,2015_19,2015,19,9.17.21,L,W,,LAOC,9,NA,NA,Post,N,7,,8,8,14.14427157
15486,2015_19,2015,19,9.17.21,L,W,,LAOC,9,NA,NA,Post,N,7,,8,8,14.14427157
15487,2015_19,2015,19,9.17.21,L,W,,LAOC,9,NA,NA,Post,N,7,,8,8,14.14427157
15488,2015_19,2015,19,9.17.21,L,N,,LAOC,3,NA,NA,Post,N,NA,,1,1,14.14427157
15489,2015_19,2015,19,9.17.21,L,N,,LAOC,2,NA,NA,Post,N,NA,,1,1,14.14427157
15490,2015_19,2015,19,9.17.21,L,W,,LAOC,9,NA,NA,Post,N,7,,8,8,14.14427157
15491,2015_19,2015,19,9.17.21,L,W,,LAOC,4,NA,NA,Post,N,20,,21,21,14.14427157
15492,2015_19,2015,19,9.17.21,L,W,,LAOC,4,NA,NA,Post,N,20,,21,21,14.14427157
15493,2015_19,2015,19,9.17.21,L,W,,LAOC,4,NA,NA,Post,N,20,,21,21,14.14427157
15494,2015_19,2015,19,9.17.21,L,W,,LAOC,4,NA,NA,Post,N,20,,21,21,14.14427157
15495,2015_19,2015,19,9.17.21,L,W,,LAOC,4,NA,NA,Post,N,20,,21,21,14.14427157
15496,2015_19,2015,19,9.17.21,L,W,,LAOC,4,NA,NA,Post,N,20,,21,21,14.14427157
15497,2015_19,2015,19,9.17.21,L,W,,LAOC,4,NA,NA,Post,N,20,,21,21,14.14427157
15498,2015_19,2015,19,9.17.21,L,W,,LAOC,4,NA,NA,Post,N,20,,21,21,14.14427157
15499,2015_19,2015,19,9.17.21,L,W,,LAOC,4,NA,NA,Post,N,20,,21,21,14.14427157
15500,2015_19,2015,19,9.17.21,L,W,,LAOC,4,NA,NA,Post,N,20,,21,21,14.14427157
15501,2015_19,2015,19,9.17.21,L,W,,LAOC,4,NA,NA,Post,N,20,,21,21,14.14427157
15502,2015_19,2015,19,9.17.21,L,N,,LAOC,3,NA,NA,Post,N,6,,7,7,14.14427157
15503,2015_19,2015,19,9.17.21,L,N,,LAOC,3,NA,NA,Post,N,6,,7,7,14.14427157
15504,2015_19,2015,19,9.17.21,L,N,,LAOC,3,NA,NA,Post,N,6,,7,7,14.14427157
15505,2015_19,2015,19,9.17.21,L,N,,LAOC,3,NA,NA,Post,N,6,,7,7,14.14427157
15506,2015_19,2015,19,9.17.21,L,N,,LAOC,3,NA,NA,Post,N,6,,7,7,14.14427157
15507,2015_19,2015,19,9.17.21,L,N,,LAOC,3,NA,NA,Post,N,6,,7,7,14.14427157
15508,2015_19,2015,19,9.17.21,L,N,,LAOC,6,NA,NA,Post,N,1,,2,2,14.14427157
15509,2015_19,2015,19,9.17.21,L,N,,LAOC,6,NA,NA,Post,N,1,,2,2,14.14427157
15510,2015_19,2015,19,9.17.21,L,N,,ABLA,16,NA,NA,Post,N,NA,,1,1,14.14427157
15511,2015_19,2015,19,9.17.21,L,N,,ABLA,20,NA,NA,Post,N,NA,,1,1,14.14427157
15512,2015_19,2015,19,9.17.21,L,S,,PSME,8,NA,1,Post,N,NA,,1,1,14.14427157
15513,2015_19,2015,19,9.17.21,L,S,,ABLA,21,NA,4,Post,N,1,,2,2,14.14427157
15514,2015_19,2015,19,9.17.21,L,N,,LAOC,5,NA,NA,Post,N,5,,6,6,14.14427157
15515,2015_19,2015,19,9.17.21,L,N,,LAOC,5,NA,NA,Post,N,5,,6,6,14.14427157
15516,2015_19,2015,19,9.17.21,L,N,,LAOC,5,NA,NA,Post,N,5,,6,6,14.14427157
15517,2015_19,2015,19,9.17.21,L,N,,LAOC,5,NA,NA,Post,N,5,,6,6,14.14427157
15518,2015_19,2015,19,9.17.21,L,N,,LAOC,5,NA,NA,Post,N,5,,6,6,14.14427157
15519,2015_19,2015,19,9.17.21,L,N,,LAOC,9,NA,NA,Post,N,2,,3,3,14.14427157
15520,2015_19,2015,19,9.17.21,L,S,,ABLA,25,NA,NA,pre,N,2,,3,3,14.14427157
15521,2015_19,2015,19,9.17.21,L,N,,LAOC,9,NA,NA,Post,N,2,,3,3,14.14427157
15522,2015_19,2015,19,9.17.21,L,W,,LAOC,6,NA,NA,Post,N,12,,13,13,14.14427157
15523,2015_19,2015,19,9.17.21,L,W,,LAOC,6,NA,NA,Post,N,12,,13,13,14.14427157
15524,2015_19,2015,19,9.17.21,L,W,,LAOC,6,NA,NA,Post,N,12,,13,13,14.14427157
15525,2015_19,2015,19,9.17.21,L,W,,LAOC,6,NA,NA,Post,N,12,,13,13,14.14427157
15526,2015_19,2015,19,9.17.21,L,W,,LAOC,6,NA,NA,Post,N,12,,13,13,14.14427157
15527,2015_19,2015,19,9.17.21,L,W,,LAOC,8,NA,NA,Post,N,10,,11,11,14.14427157
15528,2015_19,2015,19,9.17.21,L,W,,LAOC,8,NA,NA,Post,N,10,,11,11,14.14427157
15529,2015_19,2015,19,9.17.21,L,N,,LAOC,11,NA,NA,Post,N,NA,,1,1,14.14427157
15530,2015_19,2015,19,9.17.21,L,N,,ABLA,14,NA,NA,Post,N,NA,,1,1,14.14427157
15531,2015_19,2015,19,9.17.21,L,W,,ABLA,3,NA,2,Post,N,2,,3,3,14.14427157
15532,2015_19,2015,19,9.17.21,L,W,,ABLA,39,NA,12,PRE,N,NA,,1,1,14.14427157
15533,2015_19,2015,19,9.17.21,L,W,,ABLA,12,NA,4,Post,N,NA,,1,1,14.14427157
15534,2015_19,2015,19,9.17.21,L,W,,ABLA,9,NA,4,Post,N,1,,2,2,14.14427157
15535,2015_19,2015,19,9.17.21,L,W,,ABLA,9,NA,4,Post,N,1,,2,2,14.14427157
15536,2015_19,2015,19,9.17.21,L,W,,ABLA,18,NA,8,Post,N,NA,,1,1,14.14427157
15537,2015_19,2015,19,9.17.21,L,W,,ABLA,22,NA,9,Post,N,NA,,1,1,14.14427157
15538,2015_19,2015,19,9.17.21,L,N,,ABLA,28,NA,NA,PRE,N,NA,,1,1,14.14427157
15539,2015_19,2015,19,9.17.21,L,N,,ABLA,13,NA,NA,Post,N,NA,,1,1,14.14427157
15540,2015_19,2015,19,9.17.21,L,N,,ABLA,8,NA,4,Post,N,NA,,1,1,14.14427157
15541,2015_19,2015,19,9.17.21,L,W,,LAOC,9,NA,NA,Post,N,5,,6,6,14.14427157
15542,2015_19,2015,19,9.17.21,L,W,,LAOC,9,NA,NA,Post,N,5,,6,6,14.14427157
15543,2015_19,2015,19,9.17.21,L,W,,LAOC,9,NA,NA,Post,N,5,,6,6,14.14427157
15544,2015_19,2015,19,9.17.21,L,W,,LAOC,9,NA,NA,Post,N,5,,6,6,14.14427157
15545,2015_19,2015,19,9.17.21,L,W,,LAOC,6,NA,NA,Post,N,5,,6,6,14.14427157
15546,2015_19,2015,19,9.17.21,L,W,,LAOC,6,NA,NA,Post,N,5,,6,6,14.14427157
15547,2015_19,2015,19,9.17.21,L,W,,LAOC,6,NA,NA,Post,N,5,,6,6,14.14427157
15548,2015_19,2015,19,9.17.21,L,N,,PSME,8,NA,NA,Post,Y,NA,,1,1,14.14427157
15549,2015_19,2015,19,9.17.21,L,W,,LAOC,7,NA,NA,Post,N,2,,3,3,14.14427157
15550,2015_19,2015,19,9.17.21,L,W,,LAOC,5,NA,NA,Post,N,1,,2,2,14.14427157
15551,2015_19,2015,19,9.17.21,L,W,,LAOC,11,NA,NA,Post,N,13,,14,14,14.14427157
15552,2015_19,2015,19,9.17.21,L,W,,LAOC,11,NA,NA,Post,N,13,,14,14,14.14427157
15553,2015_19,2015,19,9.17.21,L,W,,LAOC,11,NA,NA,Post,N,13,,14,14,14.14427157
15554,2015_19,2015,19,9.17.21,L,W,,LAOC,11,NA,NA,Post,N,13,,14,14,14.14427157
15555,2015_19,2015,19,9.17.21,L,W,,LAOC,11,NA,NA,Post,N,13,,14,14,14.14427157
15556,2015_19,2015,19,9.17.21,L,W,,LAOC,11,NA,NA,Post,N,13,,14,14,14.14427157
15557,2015_19,2015,19,9.17.21,L,W,,LAOC,4,NA,NA,Post,N,10,,11,11,14.14427157
15558,2015_19,2015,19,9.17.21,L,W,,LAOC,4,NA,NA,Post,N,10,,11,11,14.14427157
15559,2015_19,2015,19,9.17.21,L,W,,LAOC,4,NA,NA,Post,N,10,,11,11,14.14427157
15560,2015_19,2015,19,9.17.21,L,W,,LAOC,4,NA,NA,Post,N,10,,11,11,14.14427157
15561,2015_19,2015,19,9.17.21,L,W,,LAOC,4,NA,NA,Post,N,10,,11,11,14.14427157
15562,2015_19,2015,19,9.17.21,L,W,,LAOC,4,NA,NA,Post,N,10,,11,11,14.14427157
15563,2015_19,2015,19,9.17.21,L,W,,LAOC,4,NA,NA,Post,N,10,,11,11,14.14427157
15564,2015_19,2015,19,9.17.21,L,W,,LAOC,4,NA,NA,Post,N,10,,11,11,14.14427157
15565,2015_19,2015,19,9.17.21,L,E,,ABLA,5,NA,2,Post,N,NA,,1,1,14.14427157
15566,2015_19,2015,19,9.17.21,L,E,,ABLA,12,NA,NA,Post,N,NA,,1,1,14.14427157
15567,2015_19,2015,19,9.17.21,L,E,,ABLA,51,NA,NA,PRE,N,NA,,1,1,14.14427157
15568,2015_19,2015,19,9.17.21,L,E,,ABLA,30,NA,NA,PRE,N,NA,,1,1,14.14427157
15569,2015_19,2015,19,9.17.21,L,E,,ABLA,40,NA,NA,PRE,N,NA,,1,1,14.14427157
15570,2015_19,2015,19,9.17.21,L,E,,ABLA,27,NA,NA,PRE,N,NA,,1,1,14.14427157
15571,2015_19,2015,19,9.17.21,L,E,,ABLA,64,NA,NA,PRE,N,NA,,1,1,14.14427157
15572,2015_19,2015,19,9.17.21,L,E,,ABLA,49,NA,NA,PRE,N,NA,,1,1,14.14427157
15573,2015_19,2015,19,9.17.21,L,E,,ABLA,34,NA,NA,PRE,N,1,,2,2,14.14427157
15574,2015_19,2015,19,9.17.21,L,E,,ABLA,34,NA,NA,PRE,N,1,,2,2,14.14427157
15575,2015_19,2015,19,9.17.21,L,E,,ABLA,77,NA,NA,PRE,N,NA,,1,1,14.14427157
15576,2015_19,2015,19,9.17.21,L,E,,ABLA,39,NA,NA,PRE,N,NA,,1,1,14.14427157
15577,2015_19,2015,19,9.17.21,L,E,,ABLA,13,NA,NA,Post,N,NA,,1,1,14.14427157
15578,2015_19,2015,19,9.17.21,L,E,,ABLA,58,NA,NA,PRE,N,NA,,1,1,14.14427157
15579,2015_19,2015,19,9.17.21,L,E,,ABLA,45,NA,NA,PRE,Y,NA,,1,1,14.14427157
15580,2015_19,2015,19,9.17.21,L,W,,LAOC,9,NA,NA,Post,N,5,,6,6,14.14427157
15581,2015_19,2015,19,9.17.21,L,W,,LAOC,9,NA,NA,Post,N,5,,6,6,14.14427157
15582,2015_19,2015,19,9.17.21,L,W,,LAOC,6,NA,NA,Post,N,10,,11,11,14.14427157
15583,2015_19,2015,19,9.17.21,L,W,,LAOC,6,NA,NA,Post,N,10,,11,11,14.14427157
15584,2015_19,2015,19,9.17.21,L,W,,LAOC,6,NA,NA,Post,N,10,,11,11,14.14427157
15585,2015_19,2015,19,9.17.21,L,W,,LAOC,6,NA,NA,Post,N,10,,11,11,14.14427157
15586,2015_19,2015,19,9.17.21,L,W,,LAOC,6,NA,NA,Post,N,10,,11,11,14.14427157
15587,2015_19,2015,19,9.17.21,L,W,,LAOC,6,NA,NA,Post,N,10,,11,11,14.14427157
15588,2015_19,2015,19,9.17.21,L,W,,ABLA,10,NA,NA,Post,N,2,,3,3,14.14427157
15589,2015_19,2015,19,9.17.21,L,N,,LAOC,4,NA,NA,Post,N,NA,,1,1,14.14427157
15590,2015_19,2015,19,9.17.21,L,N,,LAOC,5,NA,NA,Post,N,NA,,1,1,14.14427157
15591,2015_19,2015,19,9.17.21,L,N,,LAOC,9,NA,NA,Post,N,NA,,1,1,14.14427157
15592,2015_19,2015,19,9.17.21,L,W,,ABLA,15,NA,NA,Post,N,1,,2,2,14.14427157
15593,2015_19,2015,19,9.17.21,L,W,,LAOC,10,NA,NA,Post,N,3,,4,4,14.14427157
15594,2015_19,2015,19,9.17.21,L,W,,LAOC,10,NA,NA,Post,N,3,,4,4,14.14427157
15595,2015_19,2015,19,9.17.21,L,W,,LAOC,10,NA,NA,Post,N,3,,4,4,14.14427157
15596,2015_19,2015,19,9.17.21,L,N,,ABLA,43,NA,NA,Post,N,NA,,1,1,14.14427157
15597,2015_19,2015,19,9.17.21,L,N,,ABLA,59,NA,NA,Post,N,NA,,1,1,14.14427157
15598,2015_19,2015,19,9.17.21,L,N,,ABLA,40,NA,NA,Post,N,NA,,1,1,14.14427157
15599,2015_19,2015,19,9.17.21,L,N,,ABLA,21,NA,NA,Post,N,NA,,1,1,14.14427157
15600,2015_19,2015,19,9.17.21,L,W,,LAOC,3,NA,NA,Post,N,5,,6,6,14.14427157
15601,2015_19,2015,19,9.17.21,L,N,,LAOC,7,NA,NA,Post,N,NA,,1,1,14.14427157
15602,2015_19,2015,19,9.17.21,L,N,,LAOC,7,NA,NA,Post,N,NA,,1,1,14.14427157
15603,2015_19,2015,19,9.17.21,L,N,,LAOC,4,NA,NA,Post,N,NA,,1,1,14.14427157
15604,2015_19,2015,19,9.17.21,L,N,,LAOC,5,NA,NA,Post,N,NA,,1,1,14.14427157
15605,2015_19,2015,19,9.17.21,L,N,,ABLA,9,NA,NA,Post,N,NA,,1,1,14.14427157
15606,2015_19,2015,19,9.17.21,L,N,,LAOC,6,NA,NA,Post,N,NA,,1,1,14.14427157
15607,2015_19,2015,19,9.17.21,L,N,,LAOC,3,NA,NA,Post,N,NA,,1,1,14.14427157
15608,2015_19,2015,19,9.17.21,L,N,,LAOC,13,NA,NA,Post,N,NA,,1,1,14.14427157
15609,2015_19,2015,19,9.17.21,L,N,,LAOC,3,NA,NA,Post,N,NA,,1,1,14.14427157
15610,2015_19,2015,19,9.17.21,L,W,,LAOC,7,NA,NA,Post,N,22,,23,23,14.14427157
15611,2015_19,2015,19,9.17.21,L,N,,LAOC,8,NA,NA,Post,N,NA,,1,1,14.14427157
15612,2015_19,2015,19,9.17.21,L,N,,LAOC,7,NA,NA,Post,N,NA,,1,1,14.14427157
15613,2015_19,2015,19,9.17.21,L,N,,LAOC,6,NA,NA,Post,N,NA,,1,1,14.14427157
15614,2015_19,2015,19,9.17.21,L,N,,ABLA,15,NA,NA,Post,N,NA,,1,1,14.14427157
15615,2015_19,2015,19,9.17.21,L,N,,LAOC,10,NA,NA,Post,N,NA,,1,1,14.14427157
15616,2015_19,2015,19,9.17.21,L,N,,LAOC,5,NA,NA,Post,N,NA,,1,1,14.14427157
15617,2015_19,2015,19,9.17.21,L,N,,LAOC,4,NA,NA,Post,N,NA,,1,1,14.14427157
15618,2015_19,2015,19,9.17.21,L,N,,LAOC,6,NA,NA,Post,N,NA,,1,1,14.14427157
15619,2015_19,2015,19,9.17.21,L,N,,LAOC,3,NA,NA,Post,N,NA,,1,1,14.14427157
15620,2015_19,2015,19,9.17.21,L,N,,LAOC,3,NA,NA,Post,N,NA,,1,1,14.14427157
15621,2015_19,2015,19,9.17.21,L,N,,LAOC,2,NA,NA,Post,N,NA,,1,1,14.14427157
15622,2015_19,2015,19,9.17.21,L,N,,LAOC,2,NA,NA,Post,N,NA,,1,1,14.14427157
15623,2015_19,2015,19,9.17.21,L,W,,LAOC,4,NA,NA,Post,N,20,,21,21,14.14427157
15624,2015_19,2015,19,9.17.21,L,W,,LAOC,4,NA,NA,Post,N,20,,21,21,14.14427157
15625,2015_19,2015,19,9.17.21,L,W,,LAOC,4,NA,NA,Post,N,20,,21,21,14.14427157
15626,2015_19,2015,19,9.17.21,L,W,,LAOC,4,NA,NA,Post,N,20,,21,21,14.14427157
15627,2015_19,2015,19,9.17.21,L,W,,LAOC,4,NA,NA,Post,N,20,,21,21,14.14427157
15628,2015_19,2015,19,9.17.21,L,W,,LAOC,4,NA,NA,Post,N,20,,21,21,14.14427157
15629,2015_19,2015,19,9.17.21,L,W,,LAOC,4,NA,NA,Post,N,20,,21,21,14.14427157
15630,2015_19,2015,19,9.17.21,L,W,,LAOC,4,NA,NA,Post,N,20,,21,21,14.14427157
15631,2015_19,2015,19,9.17.21,L,W,,LAOC,4,NA,NA,Post,N,20,,21,21,14.14427157
15632,2015_19,2015,19,9.17.21,L,W,,LAOC,4,NA,NA,Post,N,20,,21,21,14.14427157
15633,2015_19,2015,19,9.17.21,L,W,,LAOC,6,NA,NA,Post,N,12,,13,13,14.14427157
15634,2015_19,2015,19,9.17.21,L,N,,PSME,20,NA,NA,Post,N,NA,,1,1,14.14427157
15635,2015_19,2015,19,9.17.21,L,N,,LAOC,4,NA,NA,Post,N,NA,,1,1,14.14427157
15636,2015_19,2015,19,9.17.21,L,N,,LAOC,5,NA,NA,Post,N,5,,6,6,14.14427157
15637,2015_19,2015,19,9.17.21,L,W,,LAOC,6,NA,NA,Post,N,12,,13,13,14.14427157
15638,2015_19,2015,19,9.17.21,L,W,,LAOC,6,NA,NA,Post,N,12,,13,13,14.14427157
15639,2015_19,2015,19,9.17.21,L,W,,LAOC,6,NA,NA,Post,N,12,,13,13,14.14427157
15640,2015_19,2015,19,9.17.21,L,W,,LAOC,6,NA,NA,Post,N,12,,13,13,14.14427157
15641,2015_19,2015,19,9.17.21,L,N,,LAOC,9,NA,NA,Post,N,2,,3,3,14.14427157
15642,2015_19,2015,19,9.17.21,L,W,,LAOC,6,NA,NA,Post,N,12,,13,13,14.14427157
15643,2015_19,2015,19,9.17.21,L,W,,LAOC,3,NA,1,Post,N,10,,11,11,14.14427157
15644,2015_19,2015,19,9.17.21,L,W,,LAOC,3,NA,1,Post,N,10,,11,11,14.14427157
15645,2015_19,2015,19,9.17.21,L,W,,LAOC,3,NA,1,Post,N,10,,11,11,14.14427157
15646,2015_19,2015,19,9.17.21,L,W,,LAOC,3,NA,1,Post,N,10,,11,11,14.14427157
15647,2015_19,2015,19,9.17.21,L,W,,LAOC,3,NA,1,Post,N,10,,11,11,14.14427157
15648,2015_19,2015,19,9.17.21,L,W,,LAOC,3,NA,1,Post,N,10,,11,11,14.14427157
15649,2015_19,2015,19,9.17.21,L,W,,LAOC,3,NA,1,Post,N,10,,11,11,14.14427157
15650,2015_19,2015,19,9.17.21,L,W,,ABLA,11,NA,4,Post,N,1,,2,2,14.14427157
15651,2015_19,2015,19,9.17.21,L,W,,ABLA,11,NA,4,Post,N,1,,2,2,14.14427157
15652,2015_19,2015,19,9.17.21,L,W,,ABLA,3,NA,2,Post,N,2,,3,3,14.14427157
15653,2015_19,2015,19,9.17.21,L,W,,ABLA,3,NA,2,Post,N,2,,3,3,14.14427157
