,Yr_Plot,Fire_Year,Plot_.,Date,Subsample_area_S.M.L,Belt_N.S.E.W,Belt_dist_m,Species,Height_cm,DBH_cm,Bud_scar_count,Pre_or_Post_Fire,Top_damage.browse_Y.N,tally,comments,tally_filled,ntimes,TPH
15154,2015_19,2015,19,9.17.21,L,E,,ABLA,15,NA,NA,Post,N,NA,,1,1,14.14427157
15155,2015_19,2015,19,9.17.21,L,E,,ABLA,13,NA,NA,Post,Y,NA,,1,1,14.14427157
15156,2015_19,2015,19,9.17.21,L,E,,ABLA,25,NA,NA,PRE,N,NA,,1,1,14.14427157
15157,2015_19,2015,19,9.17.21,L,W,,ABLA,13,NA,NA,Post,N,1,,2,2,14.14427157
15158,2015_19,2015,19,9.17.21,L,W,,ABLA,13,NA,NA,Post,N,1,,2,2,14.14427157
15159,2015_19,2015,19,9.17.21,L,W,,LAOC,15,NA,NA,Post,N,2,,3,3,14.14427157
15160,2015_19,2015,19,9.17.21,L,W,,LAOC,15,NA,NA,Post,N,2,,3,3,14.14427157
15161,2015_19,2015,19,9.17.21,L,W,,LAOC,3,NA,NA,Post,N,8,,9,9,14.14427157
15162,2015_19,2015,19,9.17.21,L,W,,LAOC,2,NA,NA,Post,N,12,,13,13,14.14427157
15163,2015_19,2015,19,9.17.21,L,E,,ABLA,42,NA,NA,Pre,N,NA,,1,1,14.14427157
15164,2015_19,2015,19,9.17.21,L,W,,LAOC,2,NA,NA,Post,N,12,,13,13,14.14427157
15165,2015_19,2015,19,9.17.21,L,E,,ABLA,25,NA,NA,Post,N,NA,,1,1,14.14427157
15166,2015_19,2015,19,9.17.21,L,E,,ABLA,17,NA,NA,Post,N,NA,,1,1,14.14427157
15167,2015_19,2015,19,9.17.21,L,E,,ABLA,18,NA,NA,Post,Y,NA,,1,1,14.14427157
15168,2015_19,2015,19,9.17.21,L,E,,ABLA,55,NA,NA,Post,Y,NA,,1,1,14.14427157
15169,2015_19,2015,19,9.17.21,L,E,,ABLA,68,NA,NA,Post,N,NA,,1,1,14.14427157
15170,2015_19,2015,19,9.17.21,L,E,,ABLA,45,NA,NA,Post,N,NA,,1,1,14.14427157
15171,2015_19,2015,19,9.17.21,L,E,,ABLA,55,NA,NA,Post,N,NA,,1,1,14.14427157
15172,2015_19,2015,19,9.17.21,L,W,,LAOC,3,NA,NA,Post,N,13,,14,14,14.14427157
15173,2015_19,2015,19,9.17.21,L,E,,ABLA,14,NA,NA,Post,N,1,,2,2,14.14427157
15174,2015_19,2015,19,9.17.21,L,W,,LAOC,3,NA,NA,Post,N,13,,14,14,14.14427157
15175,2015_19,2015,19,9.17.21,L,W,,LAOC,3,NA,NA,Post,N,13,,14,14,14.14427157
15176,2015_19,2015,19,9.17.21,L,W,,LAOC,2,NA,NA,Post,N,12,,13,13,14.14427157
15177,2015_19,2015,19,9.17.21,L,W,,LAOC,8,NA,NA,Post,N,2,,3,3,14.14427157
15178,2015_19,2015,19,9.17.21,L,W,,ABLA,15,NA,NA,Post,N,NA,,1,1,14.14427157
15179,2015_19,2015,19,9.17.21,L,W,,ABLA,19,NA,NA,Post,N,NA,,1,1,14.14427157
15180,2015_19,2015,19,9.17.21,L,W,,LAOC,6,NA,NA,Post,N,6,,7,7,14.14427157
15181,2015_19,2015,19,9.17.21,L,E,,ABLA,4,NA,NA,Post,Y,NA,,1,1,14.14427157
15182,2015_19,2015,19,9.17.21,L,W,,ABLA,8,NA,NA,Post,N,1,,2,2,14.14427157
15183,2015_19,2015,19,9.17.21,L,W,,ABLA,8,NA,NA,Post,N,1,,2,2,14.14427157
15184,2015_19,2015,19,9.17.21,L,W,,LAOC,13,NA,NA,Post,N,NA,,1,1,14.14427157
15185,2015_19,2015,19,9.17.21,L,W,,LAOC,11,NA,NA,Post,N,13,,14,14,14.14427157
15186,2015_19,2015,19,9.17.21,L,E,,ABLA,32,NA,NA,PRE,N,NA,,1,1,14.14427157
15187,2015_19,2015,19,9.17.21,L,E,,ABLA,59,NA,NA,PRE,N,NA,,1,1,14.14427157
15188,2015_19,2015,19,9.17.21,L,E,,ABLA,39,NA,NA,PRE,N,NA,,1,1,14.14427157
15189,2015_19,2015,19,9.17.21,L,W,,LAOC,8,NA,NA,Post,N,2,,3,3,14.14427157
15190,2015_19,2015,19,9.17.21,L,E,,ABLA,21,NA,NA,PRE,Y,1,,2,2,14.14427157
15191,2015_19,2015,19,9.17.21,L,E,,ABLA,20,NA,NA,PRE,N,NA,,1,1,14.14427157
15192,2015_19,2015,19,9.17.21,L,E,,PSME,3,NA,1,Post,N,NA,,1,1,14.14427157
15193,2015_19,2015,19,9.17.21,L,E,,ABLA,14,NA,NA,PRE,N,NA,,1,1,14.14427157
15194,2015_19,2015,19,9.17.21,L,E,,ABLA,34,NA,NA,PRE,N,NA,,1,1,14.14427157
15195,2015_19,2015,19,9.17.21,L,W,,LAOC,3,NA,NA,Post,N,8,,9,9,14.14427157
15196,2015_19,2015,19,9.17.21,L,W,,LAOC,3,NA,NA,Post,N,8,,9,9,14.14427157
15197,2015_19,2015,19,9.17.21,L,W,,LAOC,3,NA,NA,Post,N,8,,9,9,14.14427157
15198,2015_19,2015,19,9.17.21,L,W,,LAOC,3,NA,NA,Post,N,8,,9,9,14.14427157
15199,2015_19,2015,19,9.17.21,L,W,,LAOC,3,NA,NA,Post,N,8,,9,9,14.14427157
15200,2015_19,2015,19,9.17.21,L,W,,LAOC,3,NA,NA,Post,N,8,,9,9,14.14427157
15201,2015_19,2015,19,9.17.21,L,N,,LAOC,6,NA,2,Post,N,NA,,1,1,14.14427157
15202,2015_19,2015,19,9.17.21,L,N,,LAOC,5,NA,0,Post,N,NA,,1,1,14.14427157
15203,2015_19,2015,19,9.17.21,L,N,,LAOC,9,NA,3,Post,N,NA,,1,1,14.14427157
15204,2015_19,2015,19,9.17.21,L,N,,LAOC,4,NA,0,Post,N,NA,,1,1,14.14427157
15205,2015_19,2015,19,9.17.21,L,N,,ABLA,12,NA,3,Post,N,NA,,1,1,14.14427157
15206,2015_19,2015,19,9.17.21,L,N,,LAOC,3,NA,NA,Post,N,NA,,1,1,14.14427157
15207,2015_19,2015,19,9.17.21,L,N,,LAOC,2,NA,NA,Post,N,NA,,1,1,14.14427157
15208,2015_19,2015,19,9.17.21,L,N,,ABLA,14,NA,NA,Post,N,NA,,1,1,14.14427157
15209,2015_19,2015,19,9.17.21,L,N,,PIEN,12,NA,NA,Post,N,NA,,1,1,14.14427157
15210,2015_19,2015,19,9.17.21,L,N,,ABLA,15,NA,NA,Post,N,NA,,1,1,14.14427157
15211,2015_19,2015,19,9.17.21,L,N,,PSME,17,NA,NA,Post,N,NA,,1,1,14.14427157
15212,2015_19,2015,19,9.17.21,L,E,,ABLA,14,NA,NA,Post,N,1,,2,2,14.14427157
15213,2015_19,2015,19,9.17.21,L,E,,ABLA,13,NA,NA,Post,N,NA,,1,1,14.14427157
15214,2015_19,2015,19,9.17.21,L,E,,ABLA,17,NA,NA,Post,N,NA,,1,1,14.14427157
15215,2015_19,2015,19,9.17.21,L,W,,LAOC,8,NA,NA,Post,N,2,,3,3,14.14427157
15216,2015_19,2015,19,9.17.21,L,E,,PSME,4,NA,1,Post,N,NA,,1,1,14.14427157
15217,2015_19,2015,19,9.17.21,L,E,,PSME,5,NA,1,Post,N,NA,,1,1,14.14427157
15218,2015_19,2015,19,9.17.21,L,E,,ABLA,3,NA,1,Post,N,NA,,1,1,14.14427157
15219,2015_19,2015,19,9.17.21,L,E,,ABLA,3,NA,0,Post,N,NA,,1,1,14.14427157
15220,2015_19,2015,19,9.17.21,L,E,,PIEN,NA,1,NA,PRE,N,NA,,1,1,14.14427157
15221,2015_19,2015,19,9.17.21,L,W,,LAOC,6,NA,NA,Post,N,6,,7,7,14.14427157
15222,2015_19,2015,19,9.17.21,L,E,,ABLA,51,NA,NA,PRE,Y,1,,2,2,14.14427157
15223,2015_19,2015,19,9.17.21,L,E,,ABLA,50,NA,NA,PRE,N,NA,,1,1,14.14427157
15224,2015_19,2015,19,9.17.21,L,E,,ABLA,NA,5.5,NA,PRE,N,NA,,1,1,14.14427157
15225,2015_19,2015,19,9.17.21,L,E,,ABLA,23,NA,5,Post,N,NA,,1,1,14.14427157
15226,2015_19,2015,19,9.17.21,L,E,,ABLA,30,NA,NA,PRE,N,NA,,1,1,14.14427157
15227,2015_19,2015,19,9.17.21,L,E,,ABLA,9,NA,3,Post,N,NA,,1,1,14.14427157
15228,2015_19,2015,19,9.17.21,L,W,,ABLA,8,NA,NA,Post,N,5,,6,6,14.14427157
15229,2015_19,2015,19,9.17.21,L,E,,ABLA,21,NA,NA,PRE,Y,1,,2,2,14.14427157
15230,2015_19,2015,19,9.17.21,L,W,,ABLA,8,NA,NA,Post,N,5,,6,6,14.14427157
15231,2015_19,2015,19,9.17.21,L,E,,ABLA,33,NA,NA,PRE,N,NA,,1,1,14.14427157
15232,2015_19,2015,19,9.17.21,L,E,,ABLA,29,NA,NA,Post,N,1,,2,2,14.14427157
15233,2015_19,2015,19,9.17.21,L,E,,ABLA,29,NA,NA,Post,N,1,,2,2,14.14427157
15234,2015_19,2015,19,9.17.21,L,W,,LAOC,3,NA,NA,Post,N,8,,9,9,14.14427157
15235,2015_19,2015,19,9.17.21,L,W,,LAOC,6,NA,NA,Post,N,5,,6,6,14.14427157
15236,2015_19,2015,19,9.17.21,L,W,,LAOC,6,NA,NA,Post,N,5,,6,6,14.14427157
15237,2015_19,2015,19,9.17.21,L,W,,LAOC,6,NA,NA,Post,N,5,,6,6,14.14427157
15238,2015_19,2015,19,9.17.21,L,W,,ABLA,10,NA,NA,Post,N,5,,6,6,14.14427157
15239,2015_19,2015,19,9.17.21,L,W,,ABLA,10,NA,NA,Post,N,5,,6,6,14.14427157
15240,2015_19,2015,19,9.17.21,L,W,,ABLA,10,NA,NA,Post,N,5,,6,6,14.14427157
15241,2015_19,2015,19,9.17.21,L,W,,ABLA,10,NA,NA,Post,N,5,,6,6,14.14427157
15242,2015_19,2015,19,9.17.21,L,W,,ABLA,13,NA,NA,Post,N,NA,,1,1,14.14427157
15243,2015_19,2015,19,9.17.21,L,W,,LAOC,6,NA,NA,Post,N,2,,3,3,14.14427157
15244,2015_19,2015,19,9.17.21,L,W,,LAOC,6,NA,NA,Post,N,2,,3,3,14.14427157
15245,2015_19,2015,19,9.17.21,L,W,,LAOC,6,NA,NA,Post,N,2,,3,3,14.14427157
15246,2015_19,2015,19,9.17.21,L,W,,ABLA,17,NA,NA,Post,N,2,,3,3,14.14427157
15247,2015_19,2015,19,9.17.21,L,W,,ABLA,17,NA,NA,Post,N,2,,3,3,14.14427157
15248,2015_19,2015,19,9.17.21,L,W,,ABLA,17,NA,NA,Post,N,2,,3,3,14.14427157
15249,2015_19,2015,19,9.17.21,L,W,,ABLA,34,NA,NA,Post,N,2,,3,3,14.14427157
15250,2015_19,2015,19,9.17.21,L,W,,ABLA,34,NA,NA,Post,N,2,,3,3,14.14427157
15251,2015_19,2015,19,9.17.21,L,W,,ABLA,34,NA,NA,Post,N,2,,3,3,14.14427157
15252,2015_19,2015,19,9.17.21,L,W,,ABLA,NA,2,NA,PRE,N,1,,2,2,14.14427157
15253,2015_19,2015,19,9.17.21,L,W,,ABLA,NA,2,NA,PRE,N,1,,2,2,14.14427157
15254,2015_19,2015,19,9.17.21,L,W,,ABLA,95,NA,NA,Post,N,NA,,1,1,14.14427157
15255,2015_19,2015,19,9.17.21,L,W,,ABLA,18,NA,NA,Post,N,5,,6,6,14.14427157
15256,2015_19,2015,19,9.17.21,L,W,,ABLA,18,NA,NA,Post,N,5,,6,6,14.14427157
15257,2015_19,2015,19,9.17.21,L,W,,ABLA,18,NA,NA,Post,N,5,,6,6,14.14427157
15258,2015_19,2015,19,9.17.21,L,W,,LAOC,3,NA,NA,Post,N,13,,14,14,14.14427157
15259,2015_19,2015,19,9.17.21,L,W,,LAOC,3,NA,NA,Post,N,13,,14,14,14.14427157
15260,2015_19,2015,19,9.17.21,L,W,,LAOC,3,NA,NA,Post,N,13,,14,14,14.14427157
15261,2015_19,2015,19,9.17.21,L,W,,LAOC,3,NA,NA,Post,N,13,,14,14,14.14427157
15262,2015_19,2015,19,9.17.21,L,W,,LAOC,3,NA,NA,Post,N,13,,14,14,14.14427157
15263,2015_19,2015,19,9.17.21,L,W,,LAOC,7,NA,NA,Post,N,3,,4,4,14.14427157
15264,2015_19,2015,19,9.17.21,L,W,,LAOC,7,NA,NA,Post,N,3,,4,4,14.14427157
15265,2015_19,2015,19,9.17.21,L,W,,LAOC,7,NA,NA,Post,N,3,,4,4,14.14427157
15266,2015_19,2015,19,9.17.21,L,W,,LAOC,7,NA,NA,Post,N,3,,4,4,14.14427157
15267,2015_19,2015,19,9.17.21,L,W,,PSME,12,NA,NA,Post,N,NA,,1,1,14.14427157
15268,2015_19,2015,19,9.17.21,L,W,,PSME,11,NA,NA,Post,N,NA,,1,1,14.14427157
15269,2015_19,2015,19,9.17.21,L,W,,ABLA,8,NA,NA,Post,N,5,,6,6,14.14427157
15270,2015_19,2015,19,9.17.21,L,E,,ABLA,46,NA,NA,PRE,N,NA,,1,1,14.14427157
15271,2015_19,2015,19,9.17.21,L,W,,LAOC,3,NA,NA,Post,N,1,,2,2,14.14427157
15272,2015_19,2015,19,9.17.21,L,W,,LAOC,3,NA,NA,Post,N,1,,2,2,14.14427157
15273,2015_19,2015,19,9.17.21,L,E,,ABLA,12,NA,NA,PRE,N,NA,,1,1,14.14427157
15274,2015_19,2015,19,9.17.21,L,W,,LAOC,6,NA,NA,Post,N,5,,6,6,14.14427157
15275,2015_19,2015,19,9.17.21,L,W,,LAOC,3,NA,NA,Post,N,8,,9,9,14.14427157
15276,2015_19,2015,19,9.17.21,L,S,,ABLA,26,NA,NA,Post,N,2,,3,3,14.14427157
15277,2015_19,2015,19,9.17.21,L,S,,ABLA,20,NA,NA,Post,N,1,,2,2,14.14427157
15278,2015_19,2015,19,9.17.21,L,S,,ABLA,20,NA,NA,Post,N,1,,2,2,14.14427157
15279,2015_19,2015,19,9.17.21,L,S,,ABLA,8,NA,NA,Post,N,1,,2,2,14.14427157
15280,2015_19,2015,19,9.17.21,L,S,,ABLA,8,NA,NA,Post,N,1,,2,2,14.14427157
15281,2015_19,2015,19,9.17.21,L,S,,ABLA,28,NA,NA,pre,N,NA,,1,1,14.14427157
15282,2015_19,2015,19,9.17.21,L,S,,ABLA,66,NA,NA,Post,N,NA,,1,1,14.14427157
15283,2015_19,2015,19,9.17.21,L,S,,ABLA,57,NA,NA,Post,N,NA,,1,1,14.14427157
15284,2015_19,2015,19,9.17.21,L,S,,ABLA,38,NA,NA,Post,N,NA,,1,1,14.14427157
15285,2015_19,2015,19,9.17.21,L,S,,ABLA,47,NA,NA,Post,N,NA,,1,1,14.14427157
15286,2015_19,2015,19,9.17.21,L,W,,LAOC,2,NA,NA,Post,N,12,,13,13,14.14427157
15287,2015_19,2015,19,9.17.21,L,W,,LAOC,2,NA,NA,Post,N,12,,13,13,14.14427157
15288,2015_19,2015,19,9.17.21,L,W,,LAOC,2,NA,NA,Post,N,12,,13,13,14.14427157
15289,2015_19,2015,19,9.17.21,L,W,,LAOC,2,NA,NA,Post,N,12,,13,13,14.14427157
15290,2015_19,2015,19,9.17.21,L,W,,LAOC,2,NA,NA,Post,N,12,,13,13,14.14427157
15291,2015_19,2015,19,9.17.21,L,W,,LAOC,2,NA,NA,Post,N,12,,13,13,14.14427157
15292,2015_19,2015,19,9.17.21,L,W,,LAOC,2,NA,NA,Post,N,12,,13,13,14.14427157
15293,2015_19,2015,19,9.17.21,L,W,,LAOC,2,NA,NA,Post,N,12,,13,13,14.14427157
15294,2015_19,2015,19,9.17.21,L,W,,LAOC,2,NA,NA,Post,N,12,,13,13,14.14427157
15295,2015_19,2015,19,9.17.21,L,W,,LAOC,2,NA,NA,Post,N,12,,13,13,14.14427157
15296,2015_19,2015,19,9.17.21,L,S,,ABLA,8,NA,NA,Post,N,NA,,1,1,14.14427157
15297,2015_19,2015,19,9.17.21,L,S,,ABLA,4,NA,NA,Post,N,NA,,1,1,14.14427157
15298,2015_19,2015,19,9.17.21,L,S,,ABLA,1,NA,NA,Post,N,NA,,1,1,14.14427157
15299,2015_19,2015,19,9.17.21,L,W,,LAOC,6,NA,NA,Post,N,6,,7,7,14.14427157
15300,2015_19,2015,19,9.17.21,L,W,,LAOC,6,NA,NA,Post,N,6,,7,7,14.14427157
15301,2015_19,2015,19,9.17.21,L,W,,LAOC,6,NA,NA,Post,N,6,,7,7,14.14427157
15302,2015_19,2015,19,9.17.21,L,W,,LAOC,9,NA,NA,Post,N,5,,6,6,14.14427157
15303,2015_19,2015,19,9.17.21,L,W,,LAOC,9,NA,NA,Post,N,5,,6,6,14.14427157
15304,2015_19,2015,19,9.17.21,L,W,,LAOC,6,NA,NA,Post,N,NA,,1,1,14.14427157
15305,2015_19,2015,19,9.17.21,L,W,,LAOC,7,NA,NA,Post,N,2,,3,3,14.14427157
15306,2015_19,2015,19,9.17.21,L,W,,LAOC,6,NA,NA,Post,N,5,,6,6,14.14427157
15307,2015_19,2015,19,9.17.21,L,E,,ABLA,107,NA,NA,Post,N,NA,,1,1,14.14427157
15308,2015_19,2015,19,9.17.21,L,E,,ABLA,NA,12,NA,Post,N,NA,,1,1,14.14427157
15309,2015_19,2015,19,9.17.21,L,W,,LAOC,8,NA,NA,Post,N,5,,6,6,14.14427157
15310,2015_19,2015,19,9.17.21,L,N,,ABLA,9,NA,4,Post,N,NA,,1,1,14.14427157
15311,2015_19,2015,19,9.17.21,L,E,,ABLA,22,NA,NA,PRE,N,NA,,1,1,14.14427157
15312,2015_19,2015,19,9.17.21,L,W,,LAOC,8,NA,NA,Post,N,5,,6,6,14.14427157
15313,2015_19,2015,19,9.17.21,L,W,,LAOC,8,NA,NA,Post,N,5,,6,6,14.14427157
15314,2015_19,2015,19,9.17.21,L,W,,LAOC,8,NA,NA,Post,N,5,,6,6,14.14427157
15315,2015_19,2015,19,9.17.21,L,N,,ABLA,7,NA,2,Post,N,NA,,1,1,14.14427157
15316,2015_19,2015,19,9.17.21,L,N,,PSME,5,NA,1,Post,N,NA,,1,1,14.14427157
15317,2015_19,2015,19,9.17.21,L,N,,PSME,8,NA,NA,Post,Y,NA,,1,1,14.14427157
15318,2015_19,2015,19,9.17.21,L,N,,ABLA,9,NA,3,Post,N,1,,2,2,14.14427157
15319,2015_19,2015,19,9.17.21,L,N,,ABLA,9,NA,3,Post,N,1,,2,2,14.14427157
15320,2015_19,2015,19,9.17.21,L,N,,ABLA,4,NA,1,Post,N,NA,,1,1,14.14427157
15321,2015_19,2015,19,9.17.21,L,N,,ABLA,8,NA,2,Post,N,NA,,1,1,14.14427157
15322,2015_19,2015,19,9.17.21,L,W,,LAOC,4,NA,NA,Post,N,10,,11,11,14.14427157
15323,2015_19,2015,19,9.17.21,L,W,,LAOC,4,NA,NA,Post,N,10,,11,11,14.14427157
15324,2015_19,2015,19,9.17.21,L,W,,LAOC,4,NA,NA,Post,N,10,,11,11,14.14427157
15325,2015_19,2015,19,9.17.21,L,W,,LAOC,3,NA,NA,Post,N,10,,11,11,14.14427157
15326,2015_19,2015,19,9.17.21,L,W,,LAOC,3,NA,NA,Post,N,10,,11,11,14.14427157
15327,2015_19,2015,19,9.17.21,L,W,,LAOC,3,NA,NA,Post,N,10,,11,11,14.14427157
15328,2015_19,2015,19,9.17.21,L,W,,LAOC,3,NA,NA,Post,N,10,,11,11,14.14427157
15329,2015_19,2015,19,9.17.21,L,W,,LAOC,3,NA,NA,Post,N,10,,11,11,14.14427157
15330,2015_19,2015,19,9.17.21,L,W,,LAOC,3,NA,NA,Post,N,10,,11,11,14.14427157
15331,2015_19,2015,19,9.17.21,L,W,,LAOC,3,NA,NA,Post,N,10,,11,11,14.14427157
15332,2015_19,2015,19,9.17.21,L,W,,LAOC,3,NA,NA,Post,N,10,,11,11,14.14427157
15333,2015_19,2015,19,9.17.21,L,W,,LAOC,3,NA,NA,Post,N,10,,11,11,14.14427157
15334,2015_19,2015,19,9.17.21,L,W,,LAOC,3,NA,NA,Post,N,10,,11,11,14.14427157
15335,2015_19,2015,19,9.17.21,L,W,,LAOC,3,NA,NA,Post,N,10,,11,11,14.14427157
15336,2015_19,2015,19,9.17.21,L,E,,ABLA,22,NA,NA,Post,N,NA,,1,1,14.14427157
15337,2015_19,2015,19,9.17.21,L,E,,ABLA,3,NA,1,Post,Y,NA,,1,1,14.14427157
15338,2015_19,2015,19,9.17.21,L,E,,ABLA,4,NA,1,Post,N,NA,,1,1,14.14427157
15339,2015_19,2015,19,9.17.21,L,W,,LAOC,9,NA,NA,Post,N,5,,6,6,14.14427157
15340,2015_19,2015,19,9.17.21,L,W,,LAOC,9,NA,NA,Post,N,5,,6,6,14.14427157
15341,2015_19,2015,19,9.17.21,L,W,,LAOC,9,NA,NA,Post,N,5,,6,6,14.14427157
15342,2015_19,2015,19,9.17.21,L,E,,PIEN,NA,0.5,NA,PRE,N,NA,,1,1,14.14427157
15343,2015_19,2015,19,9.17.21,L,E,,ABLA,51,NA,NA,PRE,Y,1,,2,2,14.14427157
15344,2015_19,2015,19,9.17.21,L,W,,ABLA,6,NA,NA,Post,N,2,,3,3,14.14427157
15345,2015_19,2015,19,9.17.21,L,W,,ABLA,6,NA,NA,Post,N,2,,3,3,14.14427157
15346,2015_19,2015,19,9.17.21,L,W,,ABLA,8,NA,NA,Post,N,5,,6,6,14.14427157
15347,2015_19,2015,19,9.17.21,L,W,,ABLA,8,NA,NA,Post,N,5,,6,6,14.14427157
15348,2015_19,2015,19,9.17.21,L,W,,ABLA,8,NA,NA,Post,N,5,,6,6,14.14427157
15349,2015_19,2015,19,9.17.21,L,W,,ABLA,7,NA,NA,Post,N,3,,4,4,14.14427157
15350,2015_19,2015,19,9.17.21,L,W,,ABLA,7,NA,NA,Post,N,3,,4,4,14.14427157
15351,2015_19,2015,19,9.17.21,L,W,,ABLA,7,NA,NA,Post,N,3,,4,4,14.14427157
15352,2015_19,2015,19,9.17.21,L,W,,LAOC,6,NA,NA,Post,N,5,,6,6,14.14427157
15353,2015_19,2015,19,9.17.21,L,W,,LAOC,6,NA,NA,Post,N,5,,6,6,14.14427157
15354,2015_19,2015,19,9.17.21,L,W,,LAOC,6,NA,NA,Post,N,5,,6,6,14.14427157
15355,2015_19,2015,19,9.17.21,L,W,,LAOC,6,NA,NA,Post,N,5,,6,6,14.14427157
15356,2015_19,2015,19,9.17.21,L,W,,ABLA,24,NA,NA,Post,N,NA,,1,1,14.14427157
15357,2015_19,2015,19,9.17.21,L,W,,ABLA,10,NA,NA,Post,N,5,,6,6,14.14427157
15358,2015_19,2015,19,9.17.21,L,W,,ABLA,10,NA,NA,Post,N,5,,6,6,14.14427157
15359,2015_19,2015,19,9.17.21,L,N,,ABLA,NA,8,NA,Post,N,NA,,1,1,14.14427157
15360,2015_19,2015,19,9.17.21,L,N,,ABLA,NA,12,NA,Post,N,NA,,1,1,14.14427157
15361,2015_19,2015,19,9.17.21,L,N,,ABLA,28,NA,NA,Post,N,NA,,1,1,14.14427157
15362,2015_19,2015,19,9.17.21,L,N,,ABLA,13,NA,NA,Post,N,NA,,1,1,14.14427157
15363,2015_19,2015,19,9.17.21,L,N,,PICO,7,NA,NA,Post,N,NA,,1,1,14.14427157
15364,2015_19,2015,19,9.17.21,L,N,,LAOC,8,NA,NA,Post,N,6,,7,7,14.14427157
15365,2015_19,2015,19,9.17.21,L,N,,LAOC,8,NA,NA,Post,N,6,,7,7,14.14427157
15366,2015_19,2015,19,9.17.21,L,N,,LAOC,8,NA,NA,Post,N,6,,7,7,14.14427157
15367,2015_19,2015,19,9.17.21,L,W,,LAOC,9,NA,NA,Post,N,7,,8,8,14.14427157
15368,2015_19,2015,19,9.17.21,L,N,,LAOC,8,NA,NA,Post,N,6,,7,7,14.14427157
15369,2015_19,2015,19,9.17.21,L,N,,LAOC,8,NA,NA,Post,N,6,,7,7,14.14427157
15370,2015_19,2015,19,9.17.21,L,N,,LAOC,8,NA,NA,Post,N,6,,7,7,14.14427157
15371,2015_19,2015,19,9.17.21,L,N,,LAOC,8,NA,NA,Post,N,6,,7,7,14.14427157
15372,2015_19,2015,19,9.17.21,L,N,,LAOC,10,NA,NA,Post,N,2,,3,3,14.14427157
15373,2015_19,2015,19,9.17.21,L,N,,LAOC,10,NA,NA,Post,N,2,,3,3,14.14427157
15374,2015_19,2015,19,9.17.21,L,N,,LAOC,10,NA,NA,Post,N,2,,3,3,14.14427157
15375,2015_19,2015,19,9.17.21,L,N,,LAOC,7,NA,NA,Post,N,4,,5,5,14.14427157
15376,2015_19,2015,19,9.17.21,L,N,,LAOC,7,NA,NA,Post,N,4,,5,5,14.14427157
15377,2015_19,2015,19,9.17.21,L,N,,LAOC,7,NA,NA,Post,N,4,,5,5,14.14427157
15378,2015_19,2015,19,9.17.21,L,N,,LAOC,7,NA,NA,Post,N,4,,5,5,14.14427157
15379,2015_19,2015,19,9.17.21,L,N,,LAOC,7,NA,NA,Post,N,4,,5,5,14.14427157
15380,2015_19,2015,19,9.17.21,L,N,,LAOC,3,NA,NA,Post,N,6,,7,7,14.14427157
15381,2015_19,2015,19,9.17.21,L,W,,ABLA,18,NA,NA,Post,N,5,,6,6,14.14427157
15382,2015_19,2015,19,9.17.21,L,W,,ABLA,18,NA,NA,Post,N,5,,6,6,14.14427157
15383,2015_19,2015,19,9.17.21,L,W,,ABLA,18,NA,NA,Post,N,5,,6,6,14.14427157
15384,2015_19,2015,19,9.17.21,L,S,,PICO,NA,9,NA,pre,N,NA,,1,1,14.14427157
15385,2015_19,2015,19,9.17.21,L,S,,ABLA,5,NA,2,Post,N,NA,,1,1,14.14427157
15386,2015_19,2015,19,9.17.21,L,S,,ABLA,19,NA,7,Post,N,NA,,1,1,14.14427157
15387,2015_19,2015,19,9.17.21,L,S,,LAOC,4,NA,1,Post,N,NA,,1,1,14.14427157
15388,2015_19,2015,19,9.17.21,L,S,,ABLA,NA,7,NA,pre,N,NA,,1,1,14.14427157
15389,2015_19,2015,19,9.17.21,L,S,,PICO,4,NA,1,Post,N,NA,,1,1,14.14427157
15390,2015_19,2015,19,9.17.21,L,S,,ABLA,NA,5,NA,pre,N,NA,,1,1,14.14427157
15391,2015_19,2015,19,9.17.21,L,W,,LAOC,8,NA,NA,Post,N,5,,6,6,14.14427157
15392,2015_19,2015,19,9.17.21,L,W,,LAOC,8,NA,NA,Post,N,5,,6,6,14.14427157
15393,2015_19,2015,19,9.17.21,L,S,,ABLA,21,NA,4,Post,N,1,,2,2,14.14427157
15394,2015_19,2015,19,9.17.21,L,S,,ABLA,7,NA,2,Post,N,1,,2,2,14.14427157
15395,2015_19,2015,19,9.17.21,L,S,,ABLA,7,NA,2,Post,N,1,,2,2,14.14427157
15396,2015_19,2015,19,9.17.21,L,S,,ABLA,25,NA,NA,pre,N,2,,3,3,14.14427157
15397,2015_19,2015,19,9.17.21,L,S,,ABLA,31,NA,NA,pre,N,NA,,1,1,14.14427157
15398,2015_19,2015,19,9.17.21,L,S,,ABLA,26,NA,NA,Post,N,2,,3,3,14.14427157
15399,2015_19,2015,19,9.17.21,L,S,,ABLA,26,NA,NA,Post,N,2,,3,3,14.14427157
15400,2015_19,2015,19,9.17.21,L,S,,ABLA,25,NA,NA,pre,N,2,,3,3,14.14427157
15401,2015_19,2015,19,9.17.21,L,N,,LAOC,2,NA,NA,Post,N,NA,,1,1,14.14427157
15402,2015_19,2015,19,9.17.21,L,N,,ABLA,5,NA,NA,Post,N,3,,4,4,14.14427157
15403,2015_19,2015,19,9.17.21,L,N,,ABLA,5,NA,NA,Post,N,3,,4,4,14.14427157
