SortKey,Fire_year,Plot_#,Yr_Plot,Subplot_NE/SW,Date,Shrub_1_species,Shrub_1_%cover,Shrub_2_species,Shrub_2_%cover,Shrub_3_species,Shrub_3_%cover,Total_shrub_%cover,Shrubs_Mean_height_m,Shrubs_Max_height_m,Herbs_%cover,Graminoid_%cover,
617,2015,2332,2015_2332,S,8/16/2020,RUPA,30,,,,,30,0.5,0.7,15,1,
618,2015,2332,2015_2332,W,8/16/2020,Salix,8,RUPA,3,SYAL,3,15,0.5,1,8,6,
619,2017,39,2017_39,W,6/15/2021,BENE,5,SYAL,2,SARA,2,9,0.4,0.8,80,1,
620,2017,39,2017_39,N,6/15/2021,ROGY,25,SYAL,15,BENE,4,50,0.5,0.9,30,2,
621,2017,39,2017_39,E,6/15/2021,BENE,2,ROGY,1,,,3,0.3,0.3,20,0,
622,2017,39,2017_39,S,6/15/2021,BENE,10,ROGY,2,SYAL,3,15,0.2,0.8,8,1,
623,2017,47,2017_47,E,6/24/2021,SPBE,1,ROGY,1,,,2,0.1,0.1,4,7,
,2017,47,2017_47,S,6/24/2021,BEAQ,2,,,,,2,0.1,0.3,5,5,
,2017,47,2017_47,W,6/24/2021,CEBE,3,BEAQ,2,RUID,1,7,0.1,0.2,9,4,
,2017,47,2017_47,N,6/24/2021,HODI,2,BEAQ,1,PAMY,1,4,0.3,0.5,9,4,
,2017,44,2017_44,N,6/25/2021,BENE,6,CHUM,1,ROGY,1,8,0.2,0.3,8,3,
,2017,44,2017_44,E,6/25/2021,BENE,2,ARUV,1,,,3,0.1,0.1,25,2,
,2017,44,2017_44,S,6/25/2021,ROGY,1,,,,,1,0.6,0.6,2,1,
,2017,44,2017_44,W,6/25/2021,BENE,1,BEAQ,1,,,2,0.1,0.2,1,3,
,2017,53,2017_53,W,6/25/2021,ROGY,4,RUPA,2,BENE,2,14,0.3,0.5,30,1,
,2017,53,2017_53,E,6/25/2021,ROGY,6,BENE,3,,,9,0.4,0.9,25,1,
,2017,53,2017_53,N,6/25/2021,CEVE,8,ROGY,8,BENE,7,25,0.4,0.6,5,7,
,2017,53,2017_53,S,6/25/2021,BENE,9,ROGY,5,RUID,2,18,0.2,0.3,40,1,
,2017,36,2017_36,W,6/26/2021,BENE,50,ROGY,3,Salix,1,56,0.3,0.4,4,2,
,2017,36,2017_36,N,6/26/2021,BENE,7,Salix,3,CEVE,1,15,0.2,0.3,40,1,
,2017,36,2017_36,S,6/26/2021,BENE,4,Salix,1,CHUM,1,6,0.2,0.2,1,1,
,2017,36,2017_36,E,6/26/2021,BENE,19,Salix,8,CHUM,2,29,0.3,0.4,1,3,
,2017,37,2017_37,W,6/26/2021,BENE,8,CEVE,4,Salix,1,13,0.2,0.3,4,0,
,2017,37,2017_37,S,6/26/2021,BENE,5,CEVE,1,Salix,1,7,0.3,0.4,3,0,
,2017,37,2017_37,N,6/26/2021,Salix,3,BENE,2,ROGY,1,7,0.2,0.4,1,1,
,2017,37,2017_37,E,6/26/2021,BENE,3,ROGY,1,PAMY,1,5,0.2,0.3,1,1,
,2017,4,2017_4,E,6/27/2021,RICE,2,,,,,2,0.2,0.2,45,45,
,2017,4,2017_4,N,6/27/2021,RICE,2,,,,,2,0.1,0.1,25,0,
,2017,4,2017_4,W,6/27/2021,RICE,10,,,,,10,0.4,0.5,70,15,
,2017,4,2017_4,S,6/27/2021,RICE,1,,,,,1,0.1,0.1,7,50,
,2017,29,2017_29,N,6/28/2021,HODI,3,CEVE,2,SACA,2,10,0.3,0.7,5,5,
,2017,29,2017_29,E,6/28/2021,SPBE,23,,,,,23,0.1,0.2,7,25,
,2017,29,2017_29,S,6/28/2021,SPBE,9,HODI,3,BEAQ,1,13,0.2,0.7,15,10,
,2017,29,2017_29,W,6/28/2021,SPBE,4,,,,,4,0.3,0.3,13,4,
,2017,43,2017_43,N,6/29/2021,SYRO,3,SPBE,2,CEVE,1,6,0.4,0.5,4,20,
,2017,43,2017_43,S,6/29/2021,COCO,20,SPBE,8,SPBE,5,33,0.4,2,5,13,
,2017,43,2017_43,W,6/29/2021,ROGY,9,COCO,6,SPBE,6,21,0.4,1.4,3,7,
,2017,43,2017_43,E,6/29/2021,CEVE,4,SPBE,3,COCO,3,11,0.3,0.7,1,5,
,2017,34,2017_34,E,6/30/2021,SPBE,15,ROAC,6,Salix,5,33,0.5,0.8,22,25,
,2017,34,2017_34,S,6/30/2021,ARUV,6,ROAC,3,SPBE,2,17,0.2,0.6,1,2,
,2017,34,2017_34,N,6/30/2021,ROGY,6,SYAL,4,AMAL,1,11,0.2,0.4,5,60,
,2017,34,2017_34,W,6/30/2021,SPBE,9,Salix,6,ROGY,4,22,0.4,0.8,70,6,
,2017,27,2017_27,E,6/30/2021,HODI,6,CEVE,6,BEAQ,4,19,0.7,1.2,2,6,
,2017,27,2017_27,S,6/30/2021,ROAC,10,SPBE,2,SYAL,2,15,0.3,0.7,1,7,
,2017,27,2017_27,N,6/30/2021,SPBE,12,Salix,10,HODI,2,26,0.5,2.8,60,30,
,2017,27,2017_27,W,6/30/2021,HODI,13,SPBE,11,SYAL,8,32,0.4,1.8,3,80,
,2017,35,2017_35,E,7/1/2021,AMAL,9,VAOV,7,SPBE,5,22,0.2,0.5,2,5,
,2017,35,2017_35,N,7/1/2021,VAOV,22,AMAL,5,ROGY,4,35,0.3,0.5,11,9,
,2017,35,2017_35,W,7/1/2021,SPBE,7,CEVE,1,BEAQ,1,10,0.2,0.4,1,15,
,2017,35,2017_35,S,7/1/2021,SPBE,5,BEAQ,3,ARUV,3,13,0.3,0.5,5,0,
,2017,54,2017_54,N,6/16/2021,ARUV,3,BENE,3,VASC,4,12,0.2,0.35,2,33,
,2017,54,2017_54,E,6/16/2021,ARUV,5,ROGY,3,SPBE,2,12,0.15,0.2,3,30,
,2017,54,2017_54,S,6/16/2021,ROGY,4,ARUV,3,SPBE,1,10,0.2,0.5,3,15,
,2017,54,2017_54,W,6/16/2021,BENE,10,VASC,8,SPBE,5,25,0.2,0.4,2,40,
,2017,46,2017_46,S,6/17/2021,CEVE,10,RUID,3,PRVI,2,16,0.2,0.6,9,1,
,2017,46,2017_46,E,6/17/2021,CEVE,6,SPBE,2,,,8,0.3,0.4,15,1,
,2017,46,2017_46,N,6/17/2021,CEVE,4,PRVI,1,ROGY,1,6,0.2,0.4,9,0,
,2017,46,2017_46,W,6/17/2021,BENE,7,CEVE,2,ROGY,1,12,0.3,0.3,10,10,
,2017,55,2017_55,N,6/16/2021,CEVE,3,PAMY,2,SPBE,1,6,0.1,0.2,15,25,
,2017,55,2017_55,E,6/16/2021,CEVE,20,SPBE,4,BENE,2,26,0.3,0.5,10,5,
,2017,55,2017_55,S,6/16/2021,BENE,6,ROGY,5,CEVE,5,20,0.3,0.5,4,3,
,2017,55,2017_55,W,6/16/2021,BEAQ,15,CEVE,6,SPBE,3,26,0.3,0.5,3,30,
,2017,23,2017_23,S,7/9/2021,RUID,5,SPBE,4,Salix,3,16,0.15,0.4,10,11,
,2017,23,2017_23,E,7/9/2021,SYAL,12,Salix,4,BENE,3,21,0.2,0.6,3,6,
,2017,23,2017_23,W,7/9/2021,SYAL,25,SPBE,5,HODI,4,37,0.2,0.5,6,12,
,2017,23,2017_23,N,7/9/2021,SYAL,20,RUPE,9,Salix,2,34,0.2,0.4,5,40,
,2017,24,2017_24,S,7/10/2021,CEVE,1,,,,,1,0.1,0.1,1,0,
,2017,24,2017_24,E,7/10/2021,CEVE,3,SPBE,2,,,5,0.2,0.6,10,0,
,2017,24,2017_24,W,7/10/2021,SPBE,7,,,,,7,0.2,0.3,4,8,
,2017,24,2017_24,N,7/10/2021,SPBE,7,ARUV,5,SYAL,2,16,0.2,0.5,5,75,
,2017,28,2017_28,N,7/10/2021,SPBE,2,CHUM,2,SYAL,1,5,0.1,0.3,3,7,
,2017,28,2017_28,W,7/10/2021,ROGY,5,SPBE,4,,,9,0.3,0.5,1,4,
,2017,28,2017_28,E,7/10/2021,SPBE,3,,,,,3,0.2,0.4,8,1,
,2017,28,2017_28,S,7/10/2021,SYAL,4,SPBE,3,ARUV,1,9,0.2,0.5,10,10,
,2017,31,2017_31,E,7/10/2021,BENE,3,RUID,1,SPBE,1,5,0.2,0.4,2,0,
,2017,31,2017_31,N,7/10/2021,SPBE,2,,,,,2,0.5,0.7,1,0,
,2017,31,2017_31,W,7/10/2021,SYAL,2,SPBE,1,CHUM,1,4,0.1,0.4,1,0,
,2017,31,2017_31,S,7/10/2021,SPBE,5,BENE,3,SYAL,1,10,0.2,0.5,3,0,
,2017,30,2017_30,E,7/11/2021,COCO,4,BEAQ,1,HODI,1,7,0.4,1.95,12,30,
,2017,30,2017_30,N,7/11/2021,ROAC,3,SPBE,2,SYAL,1,6,0.2,0.9,7,80,
,2017,30,2017_30,W,7/11/2021,SPBE,2,CEVE,1,,,3,0.3,0.5,5,6,
,2017,30,2017_30,S,7/11/2021,SPBE,3,COCO,2,SYAL,1,8,0.4,1.4,6,35,
,2017,3,2017_3,E,7/12/2021,VAME,25,VASC,16,ARUV,13,64,0.4,0.8,8,4,
,2017,3,2017_3,S,7/12/2021,VAOV,10,RUPE,8,,,18,0.6,0.8,3,0,
,2017,3,2017_3,N,7/12/2021,RUAR,8,VAME,3,PAMY,1,14,0.1,0.6,40,0,
,2017,3,2017_3,W,7/12/2021,VAOV,11,VAME,6,RUAR,3,21,0.3,0.9,50,1,
,2017,5,2017_5,W,7/12/2021,Salix,5,RIVI,4,VAME,1,10,0.2,0.4,11,9,
,2017,5,2017_5,S,7/12/2021,VAME,5,RIVI,4,Salix,2,14,0.6,0.8,2,5,
,2017,5,2017_5,N,7/12/2021,RIVI,6,VAME,2,SARA,2,12,0.3,0.6,9,5,
,2017,5,2017_5,E,7/12/2021,VAME,18,RIVI,9,CEVE,2,29,0.3,0.5,60,10,
,2017,40,2017_40,E,7/12/2021,SPBE,2,BEAQ,1,,2,3,0.2,0.3,10,27,
,2017,40,2017_40,W,7/12/2021,SPBE,2,ROGY,2,Salix,1,5,0.2,0.5,7,30,
,2017,40,2017_40,S,7/12/2021,ARUV,3,ROGY,2,BEAQ,1,7,0.1,0.4,2,5,
,2017,40,2017_40,N,7/12/2021,ROGY,3,SPBE,1,Salix,1,5,0.3,0.4,12,0,
,2017,22,2017_22,N,7/13/2021,BENE,1,Salix,1,,,2,0.3,0.6,1,0,
,2017,22,2017_22,E,7/13/2021,Salix,5,SPBE,3,ROGY,3,11,0.2,0.8,10,2,
,2017,22,2017_22,S,7/13/2021,COCO,25,Salix,17,SPBE,8,50,0.3,2.15,22,6,
,2017,22,2017_22,W,7/13/2021,SPBE,4,BENE,1,ROGY,1,6,0.1,0.3,2,1,
,2017,26,2017_26,S,7/13/2021,SPBE,8,SYAL,2,CEVE,1,11,0.3,0.6,1,1,
,2017,26,2017_26,W,7/13/2021,Salix,14,SPBE,12,,,26,0.6,1.1,33,0,
,2017,21,2017_21,W,7/14/2021,VAME,5,ROGY,2,SPBE,2,12,0.3,0.5,3,1,
,2017,21,2017_21,N,7/14/2021,SPBE,10,VAME,5,ROGY,2,23,0.4,0.8,2,1,
,2017,25,2017_25,W,7/14/2021,CEVE,6,SPBE,6,SYAL,2,14,0.4,0.5,2,50,
,2017,25,2017_25,S,7/14/2021,CEVE,5,SPBE,3,Salix,2,12,0.5,1.2,5,10,
,2017,25,2017_25,N,7/14/2021,Salix,4,CEVE,3,SPBE,3,15,0.4,1,33,17,
,2017,25,2017_25,E,7/14/2021,ROAC,5,SPBE,4,CEVE,3,14,0.5,0.9,5,7,
,2017,26,2017_26,E,7/13/2021,Salix,8,ROGY,2,SPBE,1,11,0.3,1.5,12,1,
,2017,26,2017_26,N,7/13/2021,CHUM,4,ROGY,3,SPBE,3,13,0.2,0.6,4,10,
,2017,21,2017_21,E,7/14/2021,SPBE,13,SYAL,7,ROGY,5,32,0.4,1.8,15,8,
,2017,21,2017_21,S,7/14/2021,VAME,25,SPBE,5,SYAL,5,46,0.4,0.8,8,20,
,2017,42,2017_42,E,7/15/2021,BENE,8,ROGY,3,SYAL,1,12,0.2,0.3,0,0,
,2017,42,2017_42,S,7/15/2021,ROGY,3,BENE,1,,,4,0.1,0.5,1,1,
,2017,42,2017_42,W,7/15/2021,ARUV,26,BENE,8,,,34,0.2,0.3,15,50,
,2017,33,2017_33,N,7/15/2021,COCO,16,ROGY,23,BENE,14,90,0.8,2.2,2,8,
,2017,33,2017_33,W,7/15/2021,SYAL,18,SPBE,16,RILA,10,55,0.3,0.8,7,8,
,2017,33,2017_33,S,7/15/2021,COCO,28,ROGY,12,SPBE,9,75,0.4,1.4,4,6,
,2017,33,2017_33,E,7/15/2021,SYAL,35,SPBE,6,BENE,7,56,0.3,0.8,8,4,
,2015,641,2015_641,S,8/6/2021,CEVE,6,BENE,2,SPBE,1,9,0.7,0.9,0.1,50,
,2015,641,2015_641,E,8/6/2021,BENE,16,SYAL,4,HODI,2,24,0.5,1,0,75,
,2015,641,2015_641,N,8/6/2021,ARUV,6,AMAL,5,BENE,3,14,0.1,1.5,0,11,
,2015,641,2015_641,W,8/6/2021,ARUV,80,AMAL,1,BENE,1,82,0.1,0.7,1,6,
,2015,1782,2015_1782,N,8/8/2021,none,0,,,,,0,0,0,27,65,
,2015,1782,2015_1782,E,8/8/2021,RIVI,11,Salix,13,PAMY,3,27,0.4,1.9,20,25,
,2015,1782,2015_1782,W,8/8/2021,Salix,12,,,,,12,2,2.2,6,11,
,2015,1782,2015_1782,S,8/8/2021,Salix,24,RIVI,7,,,31,1,2.6,35,8,
,2015,472,2015_472,S,8/9/2021,Salix,48,,,,,40,2.2,2.8,10,50,
,2015,472,2015_472,E,8/9/2021,none,0,,,,,0,0,0,12,80,
,2015,472,2015_472,N,8/9/2021,none,0,,,,,0,0,0,6,20,
,2015,472,2015_472,W,8/9/2021,ARUV,5,,,,,5,0.1,0.2,2,13,
,2015,1335,2015_1335,S,8/9/2021,Salix,25,SPBE,18,ARUV,1,44,0.6,0.9,40,0.1,
,2015,1335,2015_1335,W,8/9/2021,SPBE,23,Salix,8,ARUV,1,32,0.5,1.5,5,25,
,2015,1335,2015_1335,N,8/9/2021,none,0,,,,,0,0,0,1,0,
,2015,1335,2015_1335,E,8/9/2021,Salix,18,,,,,18,2,2.8,1,3,
,2015,189,2015_189,N,8/10/2021,Salix,17,RIVI,1,,,18,1.5,3,20,20,
,2015,189,2015_189,W,8/10/2021,Salix,25,,,,,25,1.3,3.5,29,12,
,2015,189,2015_189,S,8/10/2021,Salix,11,,,,,11,3.3,3.3,9,9,
,2015,189,2015_189,E,8/10/2021,none,0,,,,,0,0,0,3,15,
,2015,1827,2015_1827,E,8/10/2021,none,0,,,,,0,0,0,15,65,
,2015,1827,2015_1827,S,8/10/2021,none,0,,,,,0,0,0,10,12,
,2015,1827,2015_1827,N,8/10/2021,Salix,1,,,,,1,1.8,1.8,23,12,
,2015,1827,2015_1827,W,8/10/2021,none,0,,,,,0,0,0,14,4,
,2015,447,2015_447,S,8/10/2021,PAMY,1,,,,,1,0.2,0.2,6,10,
,2015,447,2015_447,W,8/10/2021,ARUV,5,PAMY,2,,,7,0.1,0.2,6,12,
,2015,447,2015_447,E,8/10/2021,PAMY,4,Salix,1,,,5,0.1,1,4,8,
,2015,447,2015_447,N,8/10/2021,Salix,6,PAMY,2,RIVI,1,9,0.1,0.8,1,1,
,2015,1888,2015_1888,W,8/11/2021,Salix,14,RILA,1,PAMY,1,17,0.7,1.5,75,0,
,2015,1888,2015_1888,N,8/11/2021,Salix,22,SPBE,1,RILA,1,24,0.5,0.8,36,0,
,2015,1888,2015_1888,S,8/11/2021,Salix,10,PAMY,2,,,12,0.4,1.5,20,0,
,2015,1888,2015_1888,E,8/11/2021,Salix,13,PAMY,8,,,21,0.4,2.5,6,0,
,2015,2352,2015_2352,S,7/23/2021,RUPA,15,Salix,16,RIVI,8,43,0.4,1.6,25,8,
,2015,2352,2015_2352,W,7/23/2021,CEVE,23,Salix,6,CEVE,2,33,0.6,1,5,12,
,2015,2352,2015_2352,N,7/23/2021,CEVE,16,ROGY,9,Salix,7,40,0.9,1.8,15,8,
,2015,2352,2015_2352,E,7/23/2021,RUPA,10,CEVE,8,Salix,6,26,0.8,1.7,23,6,
,2015,2344,2015_2344,E,7/23/2021,PHCA,40,SPBE,35,ACGL,6,86,0.6,1.9,6,0.1,
,2015,2344,2015_2344,S,7/23/2021,HODI,46,PHCA,22,CEVE,5,77,0.9,2.1,15,2,
,2015,2344,2015_2344,N,7/23/2021,PHCA,27,HODI,10,Salix,9,55,0.9,1.9,20,5,
,2015,2344,2015_2344,W,7/23/2021,Salix,6,PHCA,2,SYIA,1,9,0.2,0.5,1,0,
,2015,2314,2015_2314,N,7/24/2021,Salix,6,RIHU,2,ROGY,1,9,0.6,1.2,8,2,
,2015,2314,2015_2314,E,7/24/2021,Salix,75,PAMY,1,RIHU,1,77,1.3,2.1,14,0,
,2015,2314,2015_2314,S,7/24/2021,Salix,30,PHCA,12,CHUM,4,50,1.2,1.7,2,1,
,2015,2314,2015_2314,W,7/24/2021,Salix,4,PHCA,1,,,5,0.2,1.2,1,0,
,2015,2227,2015_2227,S,7/24/2021,RHAL,58,MEFE,36,RIGL,3,100,1,1.6,10,0,
,2015,2227,2015_2227,W,7/24/2021,SARA,15,MEFE,20,LOUT,5,75,0.7,1.7,25,0.1,
,2015,2227,2015_2227,N,7/24/2021,MEFE,34,VAOV,4,,,38,0.7,1.7,38,0,
,2015,2227,2015_2227,E,7/24/2021,SACA,12,RILA,8,,,20,1,1.2,18,0,
,2015,2328,2015_2328,S,7/26/2021,SARA,30,,,,,30,1.4,2.3,66,0,
,2015,2328,2015_2328,E,7/26/2021,RUPA,10,SARA,8,Salix,2,20,0.9,1.7,67,0,
,2015,2328,2015_2328,N,7/24/2021,SACA,8,RUPA,5,,,13,1.2,1.8,10,0,
,2015,2328,2015_2328,W,7/24/2021,VAME,5,,,,,5,1.3,1.5,22,0,
,2015,2313,2015_2313,N,7/27/2021,ROGY,1,SYAL,1,RUPA,1,4,0.2,0.4,5,0,
,2015,2313,2015_2313,W,7/27/2021,LIBO,7,ROGY,4,SYAL,1,12,0.1,0.3,13,0,
,2015,2313,2015_2313,E,7/27/2021,ROGY,7,SPBE,4,LIBO,4,15,0.2,0.5,2,2,
,2015,2313,2015_2313,S,7/27/2021,LIBO,18,SPBE,6,ROGY,4,28,0.1,0.6,25,0,
,2015,2318,2015_2318,S,7/27/2021,SYAL,9,BEAQ,12,SPBE,9,30,0.4,0.9,4,2,
,2015,2318,2015_2318,W,7/27/2021,BEAQ,15,CEVE,6,Salix,4,33,0.4,0.8,2,2,
,2015,2318,2015_2318,E,7/27/2021,VAOV,8,ROGY,3,CEVE,4,25,0.3,0.8,6,2,
,2015,2318,2015_2318,N,7/27/2021,SPBE,3,,,,,3,0.5,0.5,1,3,
,2015,2231,2015_2231,W,7/28/2021,Salix,11,CEVE,6,RUPA,3,24,0.8,1.7,2,0,
,2015,2231,2015_2231,S,7/28/2021,Salix,80,CEVE,5,RUPA,2,87,1.4,2,2,0,
,2015,2231,2015_2231,E,7/28/2021,VAME,7,Salix,4,CEVE,3,18,1,1.8,4,2,
,2015,2231,2015_2231,N,7/28/2021,LIBO,1,VAME,1,SPBE,1,3,0.1,0.4,0,0,
,2015,1833,2015_1833,N,8/16/2021,none,0,,,,,0,0,0,10,25,
,2015,1833,2015_1833,W,8/16/2021,CHUM,0.1,,,,,0.1,0.2,0.2,12,1,
,2015,1833,2015_1833,S,8/16/2021,COCO,9,SYAL,5,,,14,1,1.5,12,45,
,2015,1833,2015_1833,E,8/16/2021,COCO,50,,,,,50,1.8,3.2,6,22,
,2015,2086,2015_2086,S,8/17/2021,CHUM,2,,,,,2,0.1,0.2,9,8,
,2015,2086,2015_2086,E,8/17/2021,CHUM,3,Salix,1,,,4,0.1,0.4,20,2,
,2015,2086,2015_2086,W,8/17/2021,none,0,,,,,0,0,0,4,0,
,2015,2086,2015_2086,N,8/17/2021,COCO,1,,,,,1,0.6,0.6,20,0,
,2015,1556,2015_1556,S,8/17/2021,none,0,,,,,0,0,0,40,2,
,2015,1556,2015_1556,W,8/17/2021,none,0,,,,,0,0,0,70,4,
,2015,1556,2015_1556,N,8/17/2021,BEAQ,1,,,,,1,0.3,0.3,50,40,
,2015,1556,2015_1556,E,8/17/2021,Salix,1,,,,,1,0.8,0.8,26,70,
,2015,2082,2015_2082,S,8/18/2021,Salix,20,ROGY,8,SARA,1,29,1,2.1,15,10,
,2015,2082,2015_2082,W,8/18/2021,RIVI,5,PAMY,1,Salix,1,7,0.4,0.8,2,0.1,
,2015,2082,2015_2082,N,8/18/2021,Salix,25,ROGY,4,RIVI,2,31,2,2.5,5,0,
,2015,2082,2015_2082,E,8/18/2021,Salix,75,,,,,75,2,2.6,6,6,
,2015,2,2015_2,S,8/18/2021,CONU,5,COCO,8,SYAL,7,20,0.3,2.9,0,4,
,2015,2,2015_2,E,8/18/2021,RUUR,10,RUPU,1,SYAL,4,17,0.2,0.4,12,18,
,2015,2,2015_2,N,8/18/2021,ROGY,2,Salix,2,COCO,1,5,0.5,1,1,0,
,2015,2,2015_2,W,8/18/2021,COCO,4,HODI,2,SPBE,2,10,1,1.7,1,5,
,2015,3,2015_3,S,8/19/2021,HODI,1,RONU,1,Salix,1,3,0.5,0.7,1,80,
,2015,3,2015_3,W,8/19/2021,COCO,2,,,,,2,0.5,1.2,30,10,
,2015,3,2015_3,N,8/19/2021,none,0,,,,,0,0,0,0,80,
,2015,3,2015_3,E,8/19/2021,none,0,,,,,0,0,0,1,85,
,2017,444,2017_444,W,8/24/2021,ARUV,2,CEVE,0.1,,,2,0.1,0.1,0.1,3,
,2017,444,2017_444,N,8/24/2021,SPBE,3,CEVE,1,,,4,0.5,0.8,0.1,10,
,2017,444,2017_444,S,8/24/2021,SPBE,2,,,,,2,0.2,0.2,3,2,
,2017,444,2017_444,E,8/24/2021,none,0,,,,,0,0,0,1,0,
,2017,555,2017_555,N,8/24/2021,BEAQ,7,SPBE,4,,,11,0.3,0.4,2,4,
,2017,555,2017_555,W,8/24/2021,SYAL,15,BEAQ,6,HODI,3,24,0.4,0.6,5,4,
,2017,555,2017_555,S,8/24/2021,SPBE,7,RUID,1,Salix,1,9,0.3,0.3,10,20,
,2017,555,2017_555,E,8/24/2021,SPBE,3,CEVE,1,,,4,0.2,0.3,7,11,
,2017,6,2017_6,S,8/24/2021,CEVE,0.1,,,,,0.1,0.1,0.1,0.1,6,
,2017,6,2017_6,W,8/24/2021,PAMY,1,,,,,1,0.1,0.1,0,0,
,2017,6,2017_6,N,8/24/2021,PAMY,1,,,,,1,0.1,0.2,1,2,
,2017,6,2017_6,E,8/24/2021,ARUV,1,,,,,1,0.1,0.1,1,3,
,2017,7,2017_7,S,8/25/2021,Salix,16,CEVE,3,,,19,0.9,1.4,9,12,
,2017,7,2017_7,W,8/25/2021,Salix,2,,,,,2,0.9,1.1,12,2,
,2017,7,2017_7,N,8/25/2021,BENE,1,Salix,1,CEVE,1,3,0.4,0.5,5,0,
,2017,7,2017_7,E,8/25/2021,SPBE,9,Salix,4,CEVE,3,16,0.8,1,12,0,
,2017,8,2017_8,N,8/25/2021,CEVE,1,,,,,1,0.1,0.1,2,4,
,2017,8,2017_8,E,8/25/2021,ARUV,0.1,SPBE,0.1,,0.1,0.3,0.1,0.1,3,9,
,2017,8,2017_8,S,8/25/2021,ARUV,3,SPBE,1,,,4,0.1,0.3,0,0,
,2017,8,2017_8,W,8/25/2021,ARUV,4,,,,,4,0.1,0.1,1,0,
,2017,9,2017_9,N,8/25/2021,ARUV,8,CEVE,1,,,9,0.1,0.3,2,20,
,2017,9,2017_9,W,8/25/2021,CEVE,3,ARUV,1,,,4,0.2,0.5,2,15,
,2017,9,2017_9,S,8/25/2021,CEVE,1,,,,,1,0.1,0.1,1,80,
,2017,9,2017_9,E,8/25/2021,CEVE,1,,,,,1,0.2,0.2,0,75,
,2017,10,2017_10,E,8/26/2021,SPBE,12,AMAL,3,SYAL,3,18,0.3,0.6,2,4,
,2017,10,2017_10,N,8/26/2021,SPBE,11,ROGY,2,CEVE,1,14,0.2,0.7,0.1,15,
,2017,10,2017_10,S,8/26/2021,SPBE,2,BENE,1,,,3,0.1,0.2,1,2,
,2017,10,2017_10,W,8/26/2021,SPBE,3,ROGY,2,ARUV,1,6,0.2,0.4,1,3,
,2017,62,2017_62,N,9/3/2021,Salix,7,RIVI,1,,,8,0.7,1.1,20,0,
,2017,62,2017_62,E,9/3/2021,RUID,9,Salix,5,RUPA,5,20,0.4,1.2,6,8,
,2017,62,2017_62,S,9/3/2021,Salix,2,,,,,2,1,1,6,0,
,2017,62,2017_62,W,9/3/2021,LIBO,14,RUID,6,CHUM,3,30,0.1,1.3,3,0,
,2017,61,2017_61,W,9/3/2021,LIBO,30,RUID,12,RUPA,8,60,0.6,1.2,4,0,
,2017,61,2017_61,N,9/3/2021,Salix,22,AMAL,5,PAMY,0.1,27,0.8,1.2,18,0,
,2017,61,2017_61,E,9/3/2021,Salix,5,,,,,5,1,1.2,15,3,
,2017,61,2017_61,S,9/3/2021,RUID,3,,,,,3,1,1.2,0,0,
,2017,64,2017_64,S,9/3/2021,Salix,3,RUPA,1,,,4,0.5,0.9,17,0,
,2017,64,2017_64,W,9/3/2021,Salix,2,,,,,2,0.3,0.6,1,0,
,2017,64,2017_64,N,9/3/2021,Salix,5,,,,,5,1,1.2,15,3,
,2017,64,2017_64,E,9/3/2021,Salix,3,,,,,3,0.5,0.5,13,0,
,2017,59,2017_59,W,9/4/2021,Salix,30,,,,,30,1.2,1.7,20,0,
,2017,59,2017_59,N,9/4/2021,Salix,20,,,,,20,1.1,1.7,16,1,
,2017,59,2017_59,S,9/4/2021,Salix,9,,,,,9,0.8,1.2,1,0,
,2017,59,2017_59,E,9/4/2021,Salix,11,,,,,11,0.9,1.4,1,0,
,2017,63,2017_63,N,9/4/2021,Salix,5,SPBE,1,CEVE,0.1,6,0.4,1.3,10,8,
,2017,63,2017_63,W,9/4/2021,SPBE,5,Salix,1,VAOV,1,7,0.3,0.6,5,75,
,2017,63,2017_63,S,9/4/2021,SPBE,6,Salix,1,PHMA,1,8,0.5,0.8,1,23,
,2017,63,2017_63,E,9/4/2021,Salix,3,ROGY,2,RUPA,1,6,0.8,1.2,8,10,
,2017,11,2017_11,S,9/5/2021,LIBO,22,PAMY,7,RUPA,5,38,0.2,0.4,2,12,
,2017,11,2017_11,E,9/5/2021,PAMY,42,ROGY,30,SPBE,4,76,0.5,1.4,0,8,
,2017,11,2017_11,N,9/5/2021,RUPA,3,RUID,1,PAMY,1,5,0.3,0.5,0,1,
,2017,11,2017_11,W,9/5/2021,RUPA,8,SPBE,7,Salix,3,18,0.6,1.2,2,3,
,2017,12,2017_12,N,9/5/2021,none,0,,,,,0,0,0,0,0.1,
,2017,12,2017_12,W,9/5/2021,none,0,,,,,0,0,0,0.1,0,
,2017,12,2017_12,S,9/5/2021,LOBI,3,,,,,3,0.05,0.1,0,0,
,2017,12,2017_12,E,9/5/2021,RUID,1,,,,,1,0.1,0.1,0,0,
,2017,13,2017_13,N,9/6/2021,SPBE,7,PAMY,5,Salix,3,19,0.3,0.6,4,5,
,2017,13,2017_13,W,9/6/2021,SPBE,20,LOBI,7,RUPA,1,29,0.3,0.5,2,3,
,2017,13,2017_13,S,9/6/2021,LOBI,13,VAME,3,RUPA,1,21,0.1,0.3,1,0,
,2017,13,2017_13,E,9/6/2021,SPBE,4,LOBI,4,Salix,2,14,0.2,0.8,2,0,
,2017,60,2017_60,N,9/6/2021,RUID,5,RUPA,2,RILA,2,9,0.4,0.7,4,3,
